JDA,T_LST,TaC_60m,rh_10m,Tdp_10m,TaC_10m,baroKPa,radW/m2,netW/m2
8,18:00,-2.31,97.77,-2.46,-1.96,99.17,35.73,0.08
8,18:15,-2.13,97.76,-2.3,-1.8,99.17,35.53,-0.3
8,18:30,-2.01,97.73,-2.16,-1.68,99.16,35.24,-0.02
8,18:45,-1.83,97.89,-1.93,-1.52,99.14,35.53,0.45
8,19:00,-1.64,98.06,-1.65,-1.33,99.13,35.05,0.18
8,19:15,-1.45,98.16,-1.49,-1.16,99.13,35.59,0.53
8,19:30,-1.22,98.29,-1.19,-0.92,99.13,34.74,1.08
8,19:45,-0.98,98.42,-0.95,-0.67,99.16,35.11,1.31
8,20:00,-0.76,98.49,-0.61,-0.41,99.15,35.66,2.03
8,20:15,-0.65,98.45,-0.47,-0.3,99.14,34.7,1.36
8,20:30,-0.56,98.47,-0.41,-0.24,99.12,35.31,1.05
8,20:45,-0.48,98.48,-0.31,-0.15,99.12,35.34,0.93
8,21:00,-0.37,98.49,-0.24,-0.07,99.14,35.28,0.97
8,21:15,-0.29,98.56,-0.12,0.01,99.13,35.66,1.33
8,21:30,-0.23,98.72,0.01,0.06,99.12,35.34,1.53
8,21:45,-0.16,98.77,0.05,0.13,99.12,35.28,1.6
8,22:00,-0.06,98.86,0.12,0.17,99.11,35.55,1.77
8,22:15,0.06,99.05,0.32,0.27,99.11,35.82,1.94
8,22:30,0.26,99.07,0.41,0.42,99.12,35.42,2.23
8,22:45,0.3,99.14,0.54,0.49,99.11,35.55,2.62
8,23:00,0.23,99.11,0.51,0.45,99.09,35.38,2.59
8,23:15,0.21,99.14,0.49,0.41,99.11,35.31,2.59
8,23:30,0.21,99.16,0.47,0.41,99.12,35.11,3.01
8,23:45,0.23,99.26,0.53,0.43,99.13,34.92,2.86
9,0:00,0.24,99.32,0.48,0.42,99.14,35.62,3.15
9,0:15,0.26,99.37,0.55,0.43,99.13,35.55,3.52
9,0:30,0.32,99.45,0.57,0.46,99.14,35.82,3.49
9,0:45,0.29,99.41,0.52,0.48,99.16,35.1,4.68
9,1:00,0.31,99.46,0.61,0.52,99.17,35.63,5.87
9,1:15,0.32,99.5,0.67,0.56,99.16,35.36,7.6
9,1:30,0.23,99.48,0.62,0.49,99.17,35.56,8.13
9,1:45,0.11,99.53,0.6,0.36,99.18,35.35,5.28
9,2:00,-0.07,99.29,0.4,0.2,99.19,35.35,3.88
9,2:15,-0.22,97.8,0.04,-0.05,99.2,35.69,0.48
9,2:30,-0.26,95.89,-0.21,-0.14,99.22,35.41,-1.21
9,2:45,-0.27,94.76,-0.46,-0.24,99.25,36.01,-2.65
9,3:00,-0.29,94.65,-0.55,-0.31,99.27,35.89,-4.73
9,3:15,-0.34,94.12,-0.57,-0.4,99.3,35.11,-7.88
9,3:30,-0.43,91.61,-0.96,-0.67,99.32,35.38,-13.44
9,3:45,-0.55,90.01,-1.51,-0.79,99.33,34.91,-16.14
9,4:00,-0.67,90.82,-1.49,-0.7,99.34,35.3,-17.01
9,4:15,-0.89,88.44,-2,-0.9,99.36,34.31,-20.9
9,4:30,-1.03,88.27,-2.29,-1.02,99.39,34.93,-20.38
9,4:45,-1.16,88.51,-2.41,-1.12,99.4,34.9,-25.25
9,5:00,-1.26,89.61,-2.28,-1.15,99.43,35.22,-24.22
9,5:15,-1.33,89.71,-2.35,-1.18,99.44,35.51,-12.36
9,5:30,-1.34,88.75,-2.59,-1.11,99.47,34.94,-9.38
9,5:45,-1.36,87.68,-2.78,-0.95,99.51,35.72,-5.44
9,6:00,-1.38,87.15,-2.89,-0.97,99.56,35.74,-6.08
9,6:15,-1.42,85.76,-2.97,-1,99.6,35.33,-7.42
9,6:30,-1.51,85.38,-3.22,-1.11,99.64,34.54,-17.57
9,6:45,-1.66,84.82,-3.52,-1.28,99.66,34.19,-20.17
9,7:00,-1.81,85.23,-3.69,-1.47,99.68,33.84,-22.49
9,7:15,-2.03,86.28,-3.69,-1.71,99.69,35.72,-20.82
9,7:30,-2.68,87.19,-4.03,-2.31,99.72,38.19,-23.99
9,7:45,-3.32,86.47,-5.01,-2.95,99.75,45.3,-25.15
9,8:00,-3.92,83.95,-6.12,-3.56,99.76,54.89,-22.45
9,8:15,-4.24,80.09,-7.11,-3.88,99.79,76.25,-16.04
9,8:30,-4.4,78.21,-7.6,-4.1,99.84,155.79,5.08
9,8:45,-4.78,75.88,-8.32,-4.44,99.91,187.31,8.17
9,9:00,-5.41,70.26,-9.87,-5.01,99.96,204.61,-16.58
9,9:15,-5.6,68.29,-10.32,-5.17,100.02,276.43,32.28
9,9:30,-5.59,65.88,-10.93,-5.08,100.08,316.67,52.56
9,9:45,-5.74,63.74,-11.4,-5.16,100.12,341.97,30.68
9,10:00,-5.88,59.38,-12.48,-5.27,100.18,351.13,19.7
9,10:15,-6.07,58.03,-12.88,-5.41,100.23,380.45,32.87
9,10:30,-5.99,55.92,-13.23,-5.29,100.25,413.79,43.57
9,10:45,-6.18,55.55,-13.43,-5.43,100.27,443.96,45.94
9,11:00,-6,53.01,-13.68,-5.22,100.28,467.95,64.59
9,11:15,-5.91,50.37,-14.36,-5.1,100.28,490.62,67.21
9,11:30,-6.07,50.34,-14.54,-5.34,100.29,512.89,39.74
9,11:45,-6.68,46.69,-15.94,-5.93,100.29,443.6,22.64
9,12:00,-6.94,50.77,-15.32,-6.25,100.3,473.84,72.03
9,12:15,-7.17,51.07,-15.44,-6.42,100.3,468.15,54.92
9,12:30,-7.49,48.77,-16.2,-6.7,100.3,439.12,24.6
9,12:45,-7.46,49.58,-16.05,-6.71,100.3,440.6,38.01
9,13:00,-7.62,51.77,-15.69,-6.83,100.31,503.25,42.91
9,13:15,-7.55,52.05,-15.49,-6.79,100.32,500.6,34.89
9,13:30,-7.79,50.54,-16.16,-6.98,100.34,490.14,0.81
9,13:45,-7.81,49.31,-16.59,-7.11,100.36,446.65,3.7
9,14:00,-7.76,51.71,-15.9,-6.98,100.37,404.93,0.15
9,14:15,-7.86,51.69,-16.06,-7.13,100.39,388.97,-18.28
9,14:30,-7.78,50.64,-16.22,-7.09,100.42,368.96,-29.51
9,14:45,-7.86,50.45,-16.44,-7.21,100.45,336.6,-39.16
9,15:00,-7.9,49.29,-16.68,-7.23,100.48,299.53,-57.45
9,15:15,-7.89,48.46,-16.96,-7.23,100.5,259.79,-60.48
9,15:30,-8.17,51.45,-16.56,-7.6,100.51,218.74,-82.9
9,15:45,-8.7,54.92,-16.37,-8.12,100.52,176.72,-107.65
9,16:00,-9.16,54.24,-16.99,-8.6,100.54,135.59,-150
9,16:15,-9.39,54.75,-17.16,-8.92,100.53,97.29,-90.33
9,16:30,-9.78,57.01,-17.16,-9.36,100.55,67.91,-72.78
9,16:45,-10.25,56.5,-17.74,-9.89,100.56,41.47,-43.58
9,17:00,-10.58,56.12,-18.13,-10.21,100.56,36.14,-32.08
9,17:15,-10.89,56.16,-18.44,-10.55,100.57,34.23,-30.74
9,17:30,-11.13,57.73,-18.36,-10.79,100.56,35.39,-30.9
9,17:45,-11.43,57.85,-18.65,-11.09,100.56,35.5,-29.08
9,18:00,-11.66,56.96,-19.09,-11.37,100.59,35.38,-29.82
9,18:15,-11.78,56.48,-19.34,-11.5,100.61,35.02,-27.46
9,18:30,-11.84,56.83,-19.4,-11.59,100.62,34.34,-28.57
9,18:45,-11.88,56.28,-19.52,-11.61,100.62,34.94,-29.11
9,19:00,-11.94,57.83,-19.28,-11.68,100.63,35.12,-27.44
9,19:15,-11.96,57.86,-19.26,-11.67,100.64,36.32,-24.46
9,19:30,-12.11,57.16,-19.55,-11.83,100.65,35.22,-26.22
9,19:45,-12.15,55.04,-20.06,-11.88,100.65,34.58,-26.31
9,20:00,-12.24,55.95,-19.93,-11.97,100.67,36.13,-27.5
9,20:15,-12.37,58.86,-19.45,-12.08,100.67,34.36,-26
9,20:30,-12.53,61.18,-19.16,-12.23,100.68,35.33,-25.99
9,20:45,-12.73,63,-19,-12.42,100.68,35.97,-25.34
9,21:00,-12.89,63.84,-19.02,-12.58,100.68,35.87,-27.41
9,21:15,-13.06,64.25,-19.14,-12.77,100.68,35.56,-26.99
9,21:30,-13.19,63.81,-19.35,-12.9,100.68,35.33,-25.86
9,21:45,-13.31,64.1,-19.42,-13.04,100.67,34.76,-27.71
9,22:00,-13.37,64.08,-19.48,-13.1,100.67,35.08,-25.85
9,22:15,-13.43,64.24,-19.52,-13.16,100.66,35.1,-25.15
9,22:30,-13.42,64.13,-19.54,-13.15,100.67,35.1,-25.23
9,22:45,-13.4,63.9,-19.61,-13.13,100.68,34.87,-25.03
9,23:00,-13.38,63.41,-19.63,-13.11,100.68,34.66,-25.27
9,23:15,-13.4,63.73,-19.64,-13.16,100.68,34.86,-27.04
9,23:30,-13.4,64.04,-19.58,-13.17,100.67,35.82,-26.13
9,23:45,-13.36,63.6,-19.64,-13.11,100.66,36.18,-22.28
10,0:00,-13.2,63.41,-19.5,-12.91,100.64,36.27,-3.11
10,0:15,-12.92,62.9,-19.29,-12.6,100.62,34.89,-3.4
10,0:30,-12.68,62.57,-19.09,-12.33,100.62,36.1,-4.16
10,0:45,-12.56,62.57,-18.91,-12.18,100.62,36.19,-4.98
10,1:00,-12.5,62.99,-18.77,-12.11,100.61,35.8,-6.07
10,1:15,-12.43,62.64,-18.75,-12.04,100.61,35.74,-7.12
10,1:30,-12.32,61.73,-18.84,-11.93,100.6,35.52,-2.68
10,1:45,-12.19,60.14,-18.99,-11.8,100.59,34.83,-1.92
10,2:00,-12.07,59.41,-19.02,-11.67,100.59,36.03,-2.5
10,2:15,-11.99,59.95,-18.83,-11.58,100.59,34.9,-4.26
10,2:30,-11.89,58.59,-18.98,-11.47,100.59,36.09,-3.1
10,2:45,-11.82,57.62,-19.11,-11.42,100.57,35.54,-3.33
10,3:00,-11.73,58.46,-18.88,-11.33,100.57,36.29,-3.2
10,3:15,-11.68,59.28,-18.63,-11.27,100.55,35.67,-2.98
10,3:30,-11.62,59.3,-18.56,-11.21,100.53,36.12,-2.72
10,3:45,-11.46,59.4,-18.42,-11.06,100.51,35.76,-4.05
10,4:00,-11.28,59.02,-18.24,-10.89,100.5,35.73,-4.88
10,4:15,-11.21,59.78,-18.08,-10.82,100.49,36.11,-4.78
10,4:30,-11.13,60.59,-17.84,-10.73,100.48,35.66,-4.3
10,4:45,-11.08,61.54,-17.56,-10.67,100.48,35.95,-4.76
10,5:00,-11.12,62.19,-17.48,-10.71,100.46,36.12,-4.51
10,5:15,-11.07,62.65,-17.26,-10.66,100.45,36.42,-4.76
10,5:30,-10.97,62.45,-17.33,-10.55,100.47,35.53,-4.36
10,5:45,-10.91,62.61,-17.17,-10.48,100.48,35.67,-4.8
10,6:00,-10.93,63.78,-16.98,-10.51,100.48,36.82,-4.77
10,6:15,-10.91,64.17,-16.88,-10.49,100.47,36.34,-6.05
10,6:30,-10.96,67.49,-16.24,-10.55,100.47,36.07,-9.61
10,6:45,-10.98,68.99,-15.97,-10.59,100.47,36.81,-9.37
10,7:00,-10.92,69.11,-16.1,-10.54,100.48,39.55,-11.5
10,7:15,-10.94,69.47,-16.03,-10.57,100.49,39.82,-13.1
10,7:30,-10.91,70.18,-15.82,-10.56,100.49,47.1,-11.92
10,7:45,-10.84,70.83,-15.71,-10.51,100.48,58.98,-9.68
10,8:00,-10.76,70.77,-15.6,-10.4,100.49,79.09,-2.92
10,8:15,-10.7,70.05,-15.76,-10.35,100.49,89.38,-14.97
10,8:30,-10.56,69.78,-15.54,-10.29,100.5,152.73,15.34
10,8:45,-10.18,65.92,-15.75,-9.88,100.52,216.34,26.46
10,9:00,-9.97,61.1,-16.37,-9.63,100.55,258.18,35.61
10,9:15,-9.91,58.86,-16.62,-9.49,100.57,297.41,59.41
10,9:30,-9.79,57.66,-16.81,-9.27,100.59,330.02,47.86
10,9:45,-9.63,55.5,-17.17,-9.07,100.61,360.1,52
10,10:00,-9.58,52.53,-17.69,-8.96,100.62,389.52,58.28
10,10:15,-9.73,49.94,-18.38,-9.06,100.64,424.98,55.88
10,10:30,-9.65,46.92,-19.05,-8.96,100.64,448.43,72.61
10,10:45,-9.56,45.22,-19.27,-8.78,100.64,469.34,83.63
10,11:00,-9.27,44.25,-19.21,-8.51,100.62,491.46,86.36
10,11:15,-9.39,40.98,-20.36,-8.73,100.61,507.48,65.4
10,11:30,-9.36,36.49,-21.57,-8.64,100.6,519.47,69.41
10,11:45,-9.37,35.59,-21.85,-8.63,100.59,524.67,69.15
10,12:00,-9.33,36.08,-21.59,-8.51,100.58,528.48,70.93
10,12:15,-9.46,36.25,-21.5,-8.53,100.57,525.91,67.97
10,12:30,-9.56,36.04,-21.82,-8.76,100.57,523.23,66.66
10,12:45,-9.51,37.8,-21.27,-8.77,100.56,517.93,47.82
10,13:00,-9.7,39.02,-21.11,-8.91,100.57,506.84,52.26
10,13:15,-9.82,39.71,-21.01,-9.06,100.55,491.08,30.44
10,13:30,-10.03,40.86,-21.06,-9.34,100.54,474.05,17.24
10,13:45,-10.19,41.8,-20.83,-9.43,100.54,451.82,6.45
10,14:00,-10.27,41.06,-21.1,-9.49,100.54,428.33,-6.5
10,14:15,-10.31,41.35,-21.16,-9.63,100.55,401.16,-26.75
10,14:30,-10.58,42.34,-21.06,-9.81,100.56,369.69,-45.28
10,14:45,-10.67,40.55,-21.78,-9.95,100.58,337.32,-59.69
10,15:00,-10.99,37.14,-22.82,-10.19,100.61,302.46,-70.47
10,15:15,-11.13,37.19,-23.06,-10.43,100.63,264.23,-84.05
10,15:30,-11.15,38.53,-22.73,-10.51,100.65,221.72,-87.63
10,15:45,-11.25,42.67,-21.72,-10.65,100.67,179.46,-129
10,16:00,-11.36,45.76,-21.17,-10.87,100.67,140.82,-92.9
10,16:15,-11.96,42.7,-22.53,-11.46,100.68,102.26,-96.95
10,16:30,-12.37,41.37,-23.39,-11.95,100.71,68.93,-82
10,16:45,-12.64,39.46,-24.26,-12.34,100.71,42.57,-51.51
10,17:00,-12.8,40.45,-24.16,-12.53,100.71,36.27,-39.7
10,17:15,-13.03,44.26,-23.26,-12.74,100.7,34.37,-34.84
10,17:30,-13.32,43.05,-23.96,-13.04,100.72,34.62,-35.16
10,17:45,-13.45,42.99,-24.19,-13.2,100.74,34.01,-36.38
10,18:00,-13.53,44.86,-23.83,-13.35,100.75,35.59,-38.29
10,18:15,-13.66,44.52,-24.05,-13.49,100.77,35.45,-38.26
10,18:30,-13.77,44.31,-24.21,-13.61,100.78,35.5,-35.14
10,18:45,-13.88,45.44,-24.03,-13.71,100.79,35.74,-36.6
10,19:00,-13.96,46.56,-23.84,-13.84,100.8,35.04,-37.12
10,19:15,-14.01,46.89,-23.88,-13.91,100.8,36.61,-34.39
10,19:30,-14.12,46.26,-24.02,-13.98,100.79,36.61,-33.78
10,19:45,-14.22,46.74,-24.1,-14.11,100.8,36.81,-38.03
10,20:00,-14.33,48.6,-23.72,-14.2,100.82,36.05,-34.28
10,20:15,-14.46,50.13,-23.49,-14.33,100.83,37.01,-31.31
10,20:30,-14.59,51.32,-23.38,-14.44,100.82,36.95,-34.35
10,20:45,-14.72,52.43,-23.17,-14.55,100.83,36.13,-35.14
10,21:00,-14.84,53.39,-23.22,-14.7,100.84,36.31,-37.12
10,21:15,-14.93,53.5,-23.23,-14.8,100.83,34.37,-35.94
10,21:30,-14.99,53.72,-23.29,-14.85,100.84,34.22,-32.16
10,21:45,-15.11,54.21,-23.32,-15,100.84,34.85,-34.73
10,22:00,-15.15,54.65,-23.32,-15.07,100.84,34.08,-35.39
10,22:15,-15.19,54.78,-23.3,-15.12,100.85,33.93,-35.55
10,22:30,-15.23,54.76,-23.41,-15.22,100.84,33.85,-35.56
10,22:45,-15.27,54.52,-23.52,-15.28,100.84,34.28,-35.57
10,23:00,-15.3,54.65,-23.52,-15.33,100.85,33.56,-34.78
10,23:15,-15.33,54.81,-23.58,-15.41,100.85,33.02,-31.61
10,23:30,-15.41,55.42,-23.59,-15.5,100.84,33.18,-34.45
10,23:45,-15.45,56.32,-23.43,-15.57,100.82,33.34,-29.35
11,0:00,-15.54,56.82,-23.48,-15.65,100.81,33.1,-30.89
11,0:15,-15.61,58.37,-23.21,-15.75,100.82,33.32,-31.34
11,0:30,-15.68,58.22,-23.27,-15.76,100.81,33.04,-29.39
11,0:45,-15.76,59.18,-23.19,-15.86,100.8,32.54,-29.18
11,1:00,-15.85,59.33,-23.25,-15.93,100.79,34.43,-27.08
11,1:15,-15.88,58.7,-23.32,-15.92,100.78,34.12,-28.16
11,1:30,-15.88,58.46,-23.46,-15.94,100.76,33.78,-22.33
11,1:45,-15.89,57.83,-23.56,-15.95,100.76,33.64,-26.6
11,2:00,-15.87,56.88,-23.84,-16.01,100.74,34.23,-26.13
11,2:15,-15.9,59.2,-23.62,-16.28,100.73,34.35,-20.41
11,2:30,-15.88,62.22,-23.04,-16.2,100.72,34.51,-17.79
11,2:45,-15.95,59.86,-23.26,-16.06,100.71,34.78,-24.75
11,3:00,-15.82,64.69,-22.56,-16.23,100.69,33.93,-23.95
11,3:15,-15.62,69,-21.9,-16.33,100.69,34.38,-25.08
11,3:30,-15.54,68.69,-22.18,-16.47,100.68,34.23,-22.61
11,3:45,-15.47,65.34,-22.5,-16.25,100.68,33.36,-22.44
11,4:00,-15.54,66.96,-22.27,-16.29,100.66,33.94,-21.09
11,4:15,-15.69,64.42,-22.46,-16.07,100.66,33.51,-15.99
11,4:30,-15.61,66.35,-22.11,-15.99,100.65,34.44,-23.16
11,4:45,-15.59,67.4,-21.86,-15.94,100.65,34.21,-22.16
11,5:00,-15.69,65.57,-22.12,-15.92,100.63,34.22,-22.1
11,5:15,-15.69,64.8,-22.27,-15.92,100.63,34.33,-21.55
11,5:30,-15.59,64.26,-22.26,-15.83,100.6,34.96,-21.17
11,5:45,-15.61,64.15,-22.19,-15.74,100.59,38.09,-21.26
11,6:00,-15.78,64.65,-22.07,-15.71,100.58,40.87,-21.51
11,6:15,-15.75,65.12,-22.03,-15.75,100.57,38.92,-23.47
11,6:30,-15.62,64.82,-22.08,-15.75,100.56,37.84,-22.64
11,6:45,-15.7,63.81,-22.21,-15.72,100.55,38.88,-22.44
11,7:00,-15.59,62.77,-22.31,-15.61,100.55,38.84,-22.77
11,7:15,-15.42,63.06,-22.17,-15.54,100.52,42.21,-20.57
11,7:30,-15.35,62.5,-22.13,-15.38,100.49,47.63,-18.24
11,7:45,-15.19,61.55,-22.09,-15.14,100.49,71.73,-18.03
11,8:00,-14.9,60.19,-21.98,-14.8,100.48,96.47,-11.78
11,8:15,-14.67,57.7,-22.12,-14.47,100.48,105.82,-6.75
11,8:30,-14.17,55.04,-22.1,-13.96,100.48,172.87,18.39
11,8:45,-13.73,52.58,-22.13,-13.5,100.46,217.28,24.99
11,9:00,-13.24,49.46,-22.29,-12.95,100.46,257.68,29.15
11,9:15,-12.82,47.44,-22.31,-12.44,100.44,293.14,36.56
11,9:30,-12.41,46.85,-22.03,-11.98,100.43,331.11,58.59
11,9:45,-11.85,47.51,-21.25,-11.31,100.42,363.32,75.17
11,10:00,-11.47,47.64,-20.91,-10.96,100.41,397.36,62.8
11,10:15,-10.92,47.29,-20.25,-10.21,100.39,413.36,68.8
11,10:30,-10.56,47.36,-19.94,-9.93,100.37,424.09,64.61
11,10:45,-10.08,47.27,-19.46,-9.39,100.33,464.81,73.4
11,11:00,-9.6,47.55,-18.77,-8.8,100.28,467.22,76.66
11,11:15,-9.06,47.7,-18.3,-8.37,100.23,490.1,66.9
11,11:30,-8.54,48.25,-17.54,-7.77,100.17,502.03,87.35
11,11:45,-8.04,48.73,-16.97,-7.3,100.11,499.09,80.84
11,12:00,-7.26,47.9,-16.3,-6.46,100.04,502.22,91.98
11,12:15,-6.77,47.72,-15.82,-5.97,100.01,509.24,79.76
11,12:30,-6.37,49.95,-14.88,-5.57,99.95,509.85,66.29
11,12:45,-5.8,51.89,-13.8,-5.02,99.91,503.12,60.8
11,13:00,-5.09,53.38,-12.83,-4.36,99.88,492.26,65.74
11,13:15,-4.58,54.59,-12.02,-3.87,99.85,474.35,30.09
11,13:30,-3.96,55.55,-11.13,-3.2,99.82,458.7,48.13
11,13:45,-3.62,56.47,-10.55,-2.85,99.78,438.79,-4.94
11,14:00,-3.11,57.26,-9.99,-2.39,99.71,414.66,-8.58
11,14:15,-2.63,58.42,-9.21,-1.98,99.65,387.18,-35.9
11,14:30,-2.17,59.51,-8.51,-1.54,99.62,356.27,-35.88
11,14:45,-1.77,60.34,-7.93,-1.14,99.61,323.02,-26.21
11,15:00,-1.28,61.38,-7.2,-0.69,99.55,284.94,-7.79
11,15:15,-0.82,61.74,-6.77,-0.27,99.52,248.68,2.43
11,15:30,-0.56,62.48,-6.36,-0.05,99.55,210.1,-12.82
11,15:45,-0.4,63.17,-6.05,0.04,99.5,129.72,-22.47
11,16:00,-0.27,63.87,-5.85,0.13,99.47,127.53,-33.87
11,16:15,-0.14,64.03,-5.64,0.24,99.45,92.05,-34.71
11,16:30,-0.08,64.68,-5.52,0.21,99.42,53.15,-23.36
11,16:45,0.02,65,-5.4,0.28,99.39,37.93,-24.84
11,17:00,-0.02,66.17,-5.21,0.23,99.35,32.28,-28.08
11,17:15,-0.07,67.35,-5,0.17,99.36,31.02,-29.91
11,17:30,0.02,68.14,-4.78,0.2,99.4,30.99,-33.15
11,17:45,0.17,68.24,-4.71,0.34,99.38,31.65,-26.49
11,18:00,0.26,68.53,-4.5,0.43,99.33,31.31,-26.12
11,18:15,0.4,68.42,-4.36,0.62,99.31,31.46,-25.51
11,18:30,0.48,68.88,-4.17,0.69,99.27,31.75,-24.69
11,18:45,0.48,69.28,-4.11,0.71,99.26,31.85,-23.69
11,19:00,0.49,69.58,-4.1,0.7,99.27,31.37,-24.85
11,19:15,0.57,69.73,-3.96,0.76,99.27,31.45,-24.88
11,19:30,0.77,69.38,-3.81,0.96,99.28,31.44,-24.62
11,19:45,0.77,69.48,-3.76,1,99.27,31.71,-27.32
11,20:00,0.72,69.95,-3.7,0.93,99.25,30.8,-28.62
11,20:15,0.75,70.24,-3.68,0.93,99.26,30.7,-29.92
11,20:30,0.82,70.87,-3.55,0.96,99.25,31.83,-31.62
11,20:45,0.96,70.28,-3.51,1.14,99.25,30.92,-28.3
11,21:00,0.96,70.42,-3.46,1.14,99.27,31.43,-32.73
11,21:15,0.9,71.55,-3.29,1.05,99.26,31.75,-34.23
11,21:30,0.89,71.99,-3.27,1.01,99.25,31.25,-37.19
11,21:45,0.94,72.25,-3.11,1.09,99.22,31.55,-37.31
11,22:00,1.01,72.46,-3.04,1.13,99.22,31.22,-37.71
11,22:15,1.01,72.13,-3.12,1.16,99.25,31.13,-37.45
11,22:30,0.88,72.56,-3.07,1.04,99.25,30.94,-37.41
11,22:45,0.89,72.7,-3.1,1.02,99.25,31.14,-37.13
11,23:00,0.89,72.76,-3.17,0.97,99.25,31.17,-36.49
11,23:15,0.95,72.81,-3.19,0.97,99.25,31.24,-35.65
11,23:30,0.97,72.69,-3.17,0.99,99.25,31.39,-36.74
11,23:45,0.97,72.58,-3.19,0.99,99.23,31.05,-34.77
12,0:00,0.98,72.69,-3.19,0.96,99.22,31.46,-33.22
12,0:15,1.16,72.28,-3.21,1.05,99.22,30.81,-32.61
12,0:30,1.39,70.58,-3.23,1.34,99.21,30.9,-32.48
12,0:45,1.47,70.28,-3.25,1.4,99.21,30.81,-32.35
12,1:00,1.46,70.45,-3.22,1.34,99.21,30.59,-32.12
12,1:15,1.41,70.96,-3.26,1.21,99.2,30.83,-38.63
12,1:30,1.23,71.11,-3.33,1.13,99.2,30.25,-39.24
12,1:45,1.09,72.08,-3.32,0.94,99.21,30.26,-37.62
12,2:00,0.86,71.98,-3.4,0.87,99.23,30.52,-38.65
12,2:15,0.55,73.77,-3.45,0.49,99.24,30.07,-40.12
12,2:30,0.55,74.39,-3.49,0.34,99.25,30.26,-39.67
12,2:45,0.51,74.44,-3.55,0.28,99.25,29.9,-39.28
12,3:00,0.37,74.96,-3.56,0.18,99.26,29.67,-35.56
12,3:15,0.19,75.74,-3.66,0,99.26,30.11,-34.16
12,3:30,0.25,76.03,-3.65,-0.05,99.26,29.77,-33.35
12,3:45,0.21,76.44,-3.66,-0.15,99.26,30.42,-34.25
12,4:00,0.16,76.71,-3.65,-0.2,99.25,30.33,-27.88
12,4:15,0.31,77.32,-3.74,-0.33,99.24,29.88,-23.07
12,4:30,0.53,77.61,-3.69,-0.34,99.26,30.3,-15.96
12,4:45,0.41,78.32,-3.65,-0.45,99.26,30.77,-23.2
12,5:00,0.44,78.47,-3.65,-0.46,99.25,30.74,-28.15
12,5:15,0.84,78.72,-3.63,-0.5,99.24,30.84,-34.67
12,5:30,0.69,79.07,-3.72,-0.64,99.25,30.37,-38.07
12,5:45,0.68,79.58,-3.77,-0.76,99.24,30.7,-40.97
12,6:00,0.68,80.13,-3.9,-0.93,99.23,34.78,-39.46
12,6:15,0.02,80.78,-3.87,-1.04,99.23,33.74,-24.75
12,6:30,-0.44,81.34,-3.89,-1.07,99.23,32.72,-23.72
12,6:45,-0.16,81.02,-3.82,-0.97,99.25,32.69,-19.32
12,7:00,0.36,80.98,-3.71,-0.88,99.24,33.11,-12.4
12,7:15,0.46,80.89,-3.65,-0.77,99.23,34.38,-5.9
12,7:30,0.54,80.13,-3.58,-0.58,99.23,37.19,-7.08
12,7:45,0.15,79.78,-3.38,-0.4,99.26,47.21,0.07
12,8:00,0.2,78.69,-3.34,-0.16,99.28,56.1,4.31
12,8:15,-0.19,79.18,-3.28,-0.23,99.28,52.93,3.73
12,8:30,-0.06,80.57,-3.35,-0.52,99.26,67.56,7.14
12,8:45,-0.17,79.95,-3.34,-0.31,99.27,70.58,4.89
12,9:00,-0.37,80.41,-3.3,-0.4,99.27,71.15,5.36
12,9:15,0.29,79.64,-3.08,-0.04,99.22,82.47,7.31
12,9:30,0.03,79.69,-2.83,0.19,99.26,88.65,7.74
12,9:45,-0.08,79.19,-2.77,0.26,99.27,125.98,18.03
12,10:00,-0.01,78.31,-2.79,0.43,99.3,152.63,24.14
12,10:15,0.27,77.39,-2.56,0.74,99.34,205.28,39.35
12,10:30,0.67,75.36,-2.42,1.2,99.35,269.02,62.14
12,10:45,1.09,73.78,-2.44,1.59,99.36,199.86,37.97
12,11:00,1.18,73.79,-2.32,1.67,99.33,234.16,43.44
12,11:15,1.49,73.03,-2.12,2.05,99.32,218.44,37.04
12,11:30,1.74,72.83,-1.81,2.27,99.3,233.19,36.52
12,11:45,2.15,71.52,-1.91,2.62,99.29,260.89,60.69
12,12:00,2.52,70.46,-1.73,2.95,99.28,170.19,31.53
12,12:15,2.58,70,-1.76,3.04,99.31,172.21,36.87
12,12:30,2.43,70.85,-1.66,2.9,99.31,152.62,35.98
12,12:45,2.46,70.98,-1.63,2.97,99.28,144.58,31.45
12,13:00,2.35,71.38,-1.62,2.85,99.25,140.45,28.48
12,13:15,2.14,72.04,-1.71,2.66,99.23,134.07,31
12,13:30,2.15,72.94,-1.52,2.68,99.21,153.96,38.99
12,13:45,2.15,73.08,-1.49,2.73,99.22,195.61,50.48
12,14:00,2.29,72.8,-1.22,2.93,99.26,278.82,73.38
12,14:15,2.48,72.15,-1.23,3.15,99.26,300.66,84.27
12,14:30,2.59,71.52,-1.35,3.18,99.27,254.58,58.03
12,14:45,2.62,71.81,-1.34,3.18,99.27,194.27,37.3
12,15:00,2.69,71.42,-1.32,3.23,99.24,136.67,24.2
12,15:15,2.59,72.45,-1.26,3.07,99.21,114.52,15.02
12,15:30,2.7,72.6,-1.15,3.15,99.18,100.88,-1.99
12,15:45,2.61,72.89,-1.19,3.03,99.16,92.55,-28.8
